1,Alexis Ajinça,AjincaAlexis42
1370,Adonal Foyle,afoyle3131
1371,Steve Francis,SteveFranchise3
1372,Walt Frazier,WaltFrazier
1373,Jimmer Fredette,jimmerfredette
1374,Enes Freedom,EnesFreedom
1375,Javon Freeman-Liberty,JavonFreemanLib
1376,Channing Frye,channingfrye
1377,Dan Gadzuric,DGadzuric
1378,Danilo Gallinari,gallinari8888
1379,Kevin Garnett,KevinGarnett5KG
1380,Diante Garrett,kingarrett10
1381,Marcus Garrett,ImMarcusGarrett
1382,Usman Garuba,Usmangaruba
1383,Luka Garza,LukaG_55
1384,Marc Gasol,MarcGasol
1385,Pau Gasol,paugasol
1386,Rudy Gay,RudyGay
1387,Alonzo Gee,GeeAlonzo
1388,Paul George,Yg_Trece
1389,Daniel Gibson,BooBysWorld1
1390,Taj Gibson,TajGibson
1391,Josh Giddey,joshgiddey
1392,Kendall Gill,kendallg13
1393,Romaro Gill,romarogill1994
1394,Collin Gillespie,Colling1021
1395,Artis Gilmore,ArtisGilmore53
1396,Jacob Gilyard,G1LYARD
1397,Manu Ginóbili,manuginobili
1398,Grant Golden,GrantGolden2
1399,Ryan Gomes,GotGomes
1400,Drew Gooden,DrewGooden
1401,Jordan Goodwin,JGood_0
1402,Aaron Gordon,Double0AG
1403,Eric Gordon,TheofficialEG10
1404,Kellan Grady,KellanGrady31
1405,Danny Granger,dgranger33
1406,Brian Grant,bwgrant
1407,Horace Grant,horacegrant54
1408,Jerami Grant,JeramiGrant
1409,RaiQuan Gray,Tgray4
1410,A.C. Green,NBA_Ironman
1412,Danny Green,DGreen_14
1413,Draymond Green,Money23Green
1414,Jalen Green,JalenGreen
1415,Jeff Green,unclejeffgreen
1416,AJ Griffin,whoisAG21
1417,Blake Griffin,blakegriffin23
1418,Quentin Grimes,qdotgrimes
1420,Isaac Haas,theoriginalhaas
1421,Rui Hachimura,rui_8mura
1422,Donta Hall,_DatBoi05
1423,Jordan Hall,jordanhall31
1424,Tyler Hall,tyler_hall1
1425,Bryce Hamilton,bham_10
1426,Jordan Hamilton,J_Goin_HAM
1427,Justin Hamilton,Justin__41
1428,Richard Hamilton,ripcityhamilton
1429,Rayshaun Hammonds,shaun_coolin
1430,Tyler Hansbrough,THANS50
1431,Travis Hansen,travishansen24
1432,Anfernee Hardaway,Iam1Cent
1433,Tim Hardaway,HardawaySr
1434,Tim Hardaway Jr.,T_HardJR
1435,James Harden,JHarden13
1436,Jaden Hardy,JadenHardy1
1438,Maurice Harkless,moe_harkless
1439,Derek Harper,D_Harp_12
1440,Ron Harper,HARPER04_5
1441,Ron Harper Jr.,__RHJR
1442,Matt Harpring,mharpring15
1443,Josh Harrellson,BigJorts55
1444,Al Harrington,cheddahcheese7
1445,Devin Harris,Dev34Harris
1446,Elias Harris,EliasJMHarris
1447,Gary Harris,thats_G_
1449,Kevon Harris,_kevonn22
1451,Manny Harris,313MannyHarris
1452,Mike Harris,TheRealMH33
1453,Tobias Harris,tobias31
1454,Udonis Haslem,ThisIsUD
1455,Sam Hauser,Big_Smooth10
1456,Spencer Hawes,spencerhawes00
1457,Ryan Hawkins,RyanHawkins8
1458,Chuck Hayes,c_hayes44
1460,Jaxson Hayes,hayes_jaxson
1461,Gordon Hayward,gordonhayward
1462,Spencer Haywood,SpencerHaywood
1463,Gerald Henderson,GhJr09
1464,Scoot Henderson,thereal013
1465,Aaron Henry,hennny11
1466,Pierriá Henry,Mnta90289373
1467,Xavier Henry,XavierHenry
1468,John Henson,Johnhenson31
1470,Chris Herren,c_herren
1471,Roy Hibbert,Roy_Meets_World
1473,George Hill,George_Hill3
1474,Grant Hill,realgranthill33
1475,Malcolm Hill,Malcolmillini21
1476,Solomon Hill,solohill
1477,Julius Hodge,Follow24Hodge
1478,Fred Hoiberg,ISUMayor32
1479,Jrue Holiday,Jrue_Holiday11
1480,Justin Holiday,JustHolla7
1481,Lionel Hollins,LionelHollins14
1482,Ryan Hollins,TheRyanHollins
1484,Chet Holmgren,ChetHolmgren
1485,Michael Holton,mdhhoops
1486,Caleb Homesley,get_buckets05
1487,Rodney Hood,rodneyhood
1488,Al Horford,Al_Horford
1489,Jeriah Horne,JeriahHorne41
1490,Caleb Houstan,CalebHoustan
1491,Allan Houston,ALLAN_HOUSTON
1492,Dwight Howard,DwightHoward
1493,Juwan Howard,JuwanHoward
1494,Trevor Hudgins,TrevorHudgins12
1495,Josh Huestis,jhuestis
1496,Jay Huff,jayhuff_
1497,Robbie Hummel,RobbieHummel
1498,Kris Humphries,KrisHumphries
1499,Feron Hunt,feronhunt11
1501,Bobby Hurley,BobbyHurley11
1502,Matthew Hurt,HurtMatthew
1503,Chandler Hutchison,CmoHutchison
1504,Bones Hyland,BizzyBones11
1505,Andre Iguodala,andre
1506,Kyrie Irving,KyrieIrving
1507,Allen Iverson,alleniverson
1508,Jaden Ivey,IveyJaden
1509,Royal Ivey,ROYALTIVEY
1510,Jarrett Jack,Jarrettjack03
1511,Bobby Jackson,TheBobbyJackson
1512,Isaiah Jackson,IJackson22
1513,Jim Jackson,jimjackson419
1514,Mark Jackson,MarkJackson13
1515,Quenton Jackson,_flyguyq
1516,Reggie Jackson,Reggie_Jackson
1517,Tamir Jackson,AgentPopJacks
1518,Bernard James,BernardJame5
1519,LeBron James,KingJames
1520,Mike James,mikejames7
1521,DeJon Jarreau,LaDeeky
1522,Justin Jaworski,JustinJaworski3
1523,Cory Jefferson,CoryJay34
1524,Damien Jefferson,DJTrey23
1525,Drake Jeffries,drakejeffries
1526,John Jenkins,JohnnyCashVU23
1527,Theo John,Theojohn123
1528,David Johnson,davidjohnson13
1529,Eddie Johnson,Jumpshot8
1530,Jalen Johnson,Jalen_J23
1531,James Johnson,IamJJ16
1532,Joe Johnson,TheJoeJohnson7
1533,Keon Johnson,iamkeonjohnson
1534,Kevin Johnson,KJ_MayorJohnson
1535,Magic Johnson,MagicJohnson
1536,Marques Johnson,olskool888
1537,Nino Johnson,NinoJohnson93
1538,Orlando Johnson,OrlandoVJohnson
1539,Reggie Johnson,Regg_42
1540,Wesley Johnson,WesJohnson4
1541,Nikola Jokić,JokicNikola15
1542,Carlik Jones,carlikjones
1543,Dahntay Jones,dahntay1
1544,Damon Jones,D19J
1545,Herbert Jones,_hoopinglife
1546,Kai Jones,242_jones
1547,Perry Jones,Perry_Jones1
1548,Terrence Jones,TerrenceJones1
1550,DeAndre Jordan,DeAndre
1552,Cory Joseph,Cory_Joe
1553,Nikola Jović,Jovic_5
1554,Johnny Juzang,JohnnyJuzang
1556,Ismael Kamagate,iampaslong
1557,Chris Kaman,ChrisKaman
1558,Trevor Keels,TrevorKeels
1559,Kylor Kelley,K3LL3Y24
1560,Ryan Kelly,RyanKelly34
1561,Greg Kelser,gkelser32
1562,Tim Kempton,SunsTK
1563,Steve Kerr,SteveKerr
1564,Walker Kessler,WalkerKessler13
1565,Braxton Key,btwice_11
1566,Jason Kidd,RealJasonKidd
1567,Michael Kidd-Gilchrist,MKG14
1568,Sacha Killeya-Jones,SKJ
1569,Stacey King,Stacey21King
1571,Corey Kispert,corey_kispert
1572,Reginald Kissoonlal,ReggieK_
1573,Brandon Knight,Goodknight11
1574,Brevin Knight,brevinknight22
1575,Christian Koloko,kolokojunior1
1577,Balša Koprivica,balsa_koprivica
1578,Kyle Korver,KyleKorver
1579,Kosta Koufos,kostakoufos
1583,Tommy Kuhse,TKuhse2
1584,Jonathan Kuminga,JonathanKuming6
1585,Christian Laettner,laettnerbball
1586,Doron Lamb,DLamb20
1587,Jeremy Lamb,jlamb
1588,Jock Landale,JockLandale
1589,Jake LaRavia,jacob_laravia3
1590,Shane Larkin,ShaneLarkin_3
1591,Zach LaVine,ZachLaVine
1592,A.J. Lawson,ItsAJLawson
1593,Ty Lawson,TyLawson3
1594,Courtney Lee,CourtneyLee5
1595,David Lee,Dlee042
1596,Alex Len,alexlen
1597,Kawhi Leonard,kawhileonard
1598,Meyers Leonard,MeyersLeonard
1599,Jon Leuer,JonLeuer30
1600,Justin Lewis,jusbuckets_5
1601,Matt Lewis,matyyl_
1602,Scottie Lewis,Scottie23L
1603,E.J. Liddell,EasyE2432
1604,DeAndre Liggins,Dreliggs34
1605,Damian Lillard,Dame_Lillard
1606,Jeremy Lin,JLin7
1607,Scottie Lindsey,biggshotscott
1608,Isaiah Livers,isaiah__02
1609,Kenneth Lofton Jr.,itzjunior35
1610,Brook Lopez,RealBrookLopez
1611,Robin Lopez,rolopez42
1612,Kevin Love,kevinlove
1614,Kyle Lowry,Klow7
1615,John Lucas,JLEnterprises
1616,John Lucas III,Luke1luk
1617,Gabriel Lundberg,IffeLundberg
1619,Shelvin Mack,ShelvinMack
1620,Mark Madsen,madsen_mark
1621,Corey Maggette,Corey_Maggette
1622,Will Magnay,MagnayWill
1623,Denzel Mahoney,denzel_mahoney
1624,Dan Majerle,DanMajerle
1625,Makur Maker,MakurMaker
1626,Karl Malone,TheDeliverer_32
1627,Sandro Mamukelashvili,Mamukelashvili5
1628,Karim Mané,KarimMane_
1629,Tre Mann,tre2mann3
1630,Danny Manning,coachdmanning
1631,Devyn Marble,DevMarble
1632,Stephon Marbury,StarburyMarbury
1633,Shawn Marion,matrix31
1634,Donyell Marshall,Dmarsh42
1635,Kendall Marshall,KButter5
1636,Cartier Martin,CartierMartin
1637,Kenyon Martin,KenyonMartinSr
1638,Kenyon Martin Jr.,kj__martin
1639,Tyrese Martin,resemartin4
1640,Jamal Mashburn,jamalmashburn
1641,Roger Mason,MoneyMase
1642,Bennedict Mathurin,BennMathurin
1643,Karlo Matković,KarloMatkovic15
1644,Charles Matthews,1CMatthews
1645,Wesley Matthews,WessyWes23
1646,Jason Maxiell,JasonMaxiell
1647,Vernon Maxwell,vernonmaxwell11
1648,Sean May,BigMay42
1649,Eric Maynor,EMaynor3
1650,Luc Mbah a Moute,mbahamoute
1651,James Michael McAdoo,jamesmcadoo
1652,Miles McBride,deucemcb11
1653,Ray McCallum,RayMac3
1657,Mac McClung,McclungMac
1658,CJ McCollum,CJMcCollum
1659,Tim McCormick,TimMcCormick40
1660,Javante McCoy,javantemccoy13
1661,K.J. McDaniels,KJMcDaniels
1662,Doug McDermott,dougmcdermott
1663,Hank McDowell,Skinnypalmer
1664,Mitch McGary,mitchmcgary
1665,JaVale McGee,JaValeMcGee
1666,Bryce McGowens,BryceMcgowens5
1667,Tracy McGrady,Real_T_Mac
1668,Cameron McGriff,cameron_mcgriff
1669,Jim McIlvaine,JimMcIlvaine
1670,Kevin McKenna,coachkmc3
1672,JaQuori McLaughlin,Jroc__3
1673,Ben McLemore,BenMcLemore
1675,Jordan McRae,JordyMac52
1676,Josh McRoberts,JoshMcRoberts11
1677,Jodie Meeks,Jmeeks20
1678,Khris Middleton,Khris22m
1679,Darius Miller,DmillerKY
1680,Isaiah Miller,isaiahmiller_1
1681,Mike Miller,MikeMiller_13
1682,Quincy Miller,qmillertime
1683,Reggie Miller,ReggieMillerTNT
1684,Patty Mills,Patty_Mills
1685,Terry Mills,terrymills_
1686,Paul Millsap,Paulmillsap4
1687,Yao Ming,YaoMing
1688,Josh Minott,joshminott
1689,Davion Mintz,deemintz1
1690,Nikola Mirotić,NikolaMirotic33
1691,Davion Mitchell,hoopculture13
1692,Sam Mitchell,SamMitchellNBA
1693,Tony Mitchell,TonyMitchUNENO
1694,Tony Mitchell,tmitch_5
1696,Evan Mobley,evanmobley
1697,Isaiah Mobley,MobleyIsaiah
1698,Aminu Mohammed,Aminumo2424
1699,Nazr Mohammed,NazrMohammed
1700,Iverson Molinar,MolinarIverson3
1702,Chima Moneke,Chimdogg_
1703,Greg Monroe,M10OSE
1704,E.J. Montgomery,EJMontgomery23
1705,Moses Moody,mosesmoody
1706,Xavier Moon,xavier_moon
1707,E'Twaun Moore,ETwaun55
1709,Wendell Moore Jr.,thewendellmoore
1711,Darius Morris,dariusmorris4
1712,Marcus Morris,MookMorris2
1713,Markieff Morris,Keefmorris
1714,Anthony Morrow,MrAnthonyMorrow
1715,Darryl Morsell,410D_
1716,Johnathan Motley,Moneymot5
1717,Arnett Moultrie,amoultrie
1718,Shabazz Muhammad,ShabazzMuhammad
1719,Ade Murkey,0_murk
1720,Trey Murphy III,treymurphy
1722,Keegan Murray,keegan3murray
1723,Tracy Murray,RealTracyMurray
1724,Toure' Murry,toure_murry
1726,Dikembe Mutombo,officialmutombo
1727,Hamady N'Diaye,H55ndiaye
1728,Shabazz Napier,ShabazzNapier
1729,Steve Nash,SteveNash
1731,Jameer Nelson,jameernelson
1732,Andrew Nembhard,AndrewNembhard
1733,RJ Nembhard Jr.,RubeNembhard
1735,Johnny Newman,jnewNBA
1736,Andrew Nicholson,nicholaf44
1737,Daishen Nix,djfromveg
1738,Norm Nixon,NormNixon
1739,Joakim Noah,JoakimNoah
1740,Andrés Nocioni,SoyElChapu
1741,Steve Novak,stevenovak16
1742,Dirk Nowitzki,swish41
1743,James Nunnally,allornunn21
1744,Yannick Nzosa,yannick_nzosa
1745,Patrick O'Bryant,13POB13
1746,Alex O'Connell,Alex_OC11
1747,Shaquille O'Neal,SHAQ
1748,Shareef O'Neal,SSJreef
1749,Kyle O'Quinn,Kyle_OQuinn
1751,Lamar Odom,RealLamarOdom
1753,Emeka Okafor,BigMek50
1754,Jahlil Okafor,JahlilOkafor
1755,Onyeka Okongwu,BigO21_
1756,Mehmet Okur,MehmetOkur13
1757,Victor Oladipo,VicOladipo
1758,Hakeem Olajuwon,DR34M
1759,Kelly Olynyk,KellyOlynyk
1761,E.J. Onu,ej35_
1762,Arinze Onuaku,arinze_onuaku
1763,Daniel Orton,danielorton21
1764,Jaysean Paige,born_ready0
1766,Kevin Pangos,KPangos
1767,Jannero Pargo,jpargo1
1768,Anthony Parker,_AnthonyParker
1769,Jabari Parker,JabariParker
1770,Tony Parker,tonyparker
1771,Chandler Parsons,ChandlerParsons
1772,Devonte Patterson,devontedawayne
1773,Lamar Patterson,LP21_
1774,Patrick Patterson,pdpatt
1776,Chris Paul,CP3
1777,Adreian Payne,Adreian_Payne
1778,Elfrid Payton,elfrid
1779,Gary Payton,GaryPayton
1781,Elijah Pemberton,ElijahPemberto1
1782,Will Perdue,Will_Perdue32
1783,Jim Petersen,JimPeteHoops
1784,Morris Peterson,mopete24
1785,Filip Petrušev,PetrusevFilip
1786,John Petty Jr.,jpetty2324
1787,Jamorko Pickett,JamorkoP1
1788,Paul Pierce,paulpierce34
1789,Nate Pierre-Louis,Nate_PL
1790,Scottie Pippen,ScottiePippen
1791,Scotty Pippen Jr.,spippenjr
1792,Daeqwon Plowden,DaeqwonPlowden
1793,Mason Plumlee,masonplumlee
1794,Miles Plumlee,milesplumlee13
1796,Olden Polynice,OldenPolynice1
1797,Quincy Pondexter,QuincyPondexter
1798,Yves Pons,Airpons
1799,Jontay Porter,JontayPorter
1800,Otto Porter Jr.,OttoPorter
1802,Micah Potter,BigJam_23
1803,Leon Powe,Leon_Powe
1804,Dwight Powell,DwightPowell33
1805,Josh Powell,JP21Reasons
1806,Phil Pressey,philpressey
1807,Jason Preston,Treballjay11
1808,A.J. Price,realAJPrice
1809,Mark Price,Mark25Price
1810,Joshua Primo,JoshuaPrimo4
1811,Gabriele Procida,GabrieleProcid9
1812,Laron Profit,Profit4eva
1813,Neemias Queta,nemi1599
1814,Lester Quinones,Effort_les
1815,Brandon Rachal,breezy_thegreat
1816,Julius Randle,J30_RANDLE
1817,Anthony Randolph,TheARandolph
1818,Zach Randolph,MacBo50
1819,Theo Ratliff,shotblocker42
1820,Leo Rautins,LeoRautins
1821,J.J. Redick,jj_redick
1822,A.J. Reeves,ajreeves11
1823,Nate Renfro,nate_renfro
1824,Jared Rhoden,ihoop_jaay
1825,Glen Rice,glenrice41
1826,Jason Richardson,jrich23
1827,Quentin Richardson,QRich
1828,Mitch Richmond,MitchRichmond23
1829,Austin Rivers,AustinRivers25
1830,Doc Rivers,DocRivers
1831,Andre Roberson,FlyDre21
1832,Clifford Robinson,UncleCliffy30
1833,David Robinson,DavidtheAdmiral
1834,Nate Robinson,nate_robinson
1835,Orlando Robinson,lamon_legend
1836,Thomas Robinson,Trobinson0
1837,Glenn Robinson III,GRIII
1838,Jeremiah Robinson-Earl,ThisIsJRE
1839,David Roddy,droddy22
1840,Sergio Rodríguez,SergioRodriguez
1841,Ryan Rollins,_moneyballry
1842,Rajon Rondo,RajonRondo
1843,Derrick Rose,drose
1844,Jalen Rose,jalenrose
1845,Quinton Rose,qrose_3
1848,Terrence Ross,TerrenceRoss
1849,Ricky Rubio,rickyrubio9
1851,Brandon Rush,BRush_25
1852,Kareem Rush,kareemrush
1853,Bill Russell,realbillrussell
1854,Bryon Russell,BRuss3
1855,Matt Ryan,Matt_Ryan04
1856,Robert Sacre,Bobby_Sacre
1857,John Salley,thejohnsalley
1858,Jermaine Samuels,J_Swizz23
1859,Larry Sanders,l8show_thegoat
1860,Gui Santos,guisantos_4
1861,Dario Šarić,dariosaric
1862,Olivier Sarr,sarr_olivier
1863,Brian Scalabrine,Scalabrine
1865,Jordan Schakel,jordanschakel
1866,Detlef Schrempf,Dschrempf
1867,Luis Scola,LScola4
1868,Dennis Scott,dennis3dscott
1869,Mike Scott,mikescott
1870,Tre Scott,trescott13
1871,Dereon Seabron,DBSeabron1
1873,Alperen Şengün,alperennsengun
1874,Ramon Sessions,SessionsRamon
1875,Nate Sestina,NateSestina23
1876,Jaden Shackelford,jayunooo
1877,Day'Ron Sharpe,dayron_sharpe
1878,Shaedon Sharpe,ShaedonSharpe
1879,Devontae Shuler,Devontae_Shuler
1881,Iman Shumpert,imanshumpert
1882,Bobby Simmons,bobbysimmons21
1883,Aamir Simms,EarlShmitty_
1884,Henry Sims,H_Sims14
1885,Jaylen Sims,jaylen_sims
1888,Kyle Singler,KyleSingler
1889,Chris Singleton,C_SING31
1891,Peyton Siva,PeypeySiva3
1892,Tamar Slay,slay9
1893,Donald Sloan,dsloan15
1894,Javonte Smart,JavonteSmart
1895,Marcus Smart,smart_MS3
1896,Chris Smith,SCS599
1897,Craig Smith,Csmeezy1
1898,Dru Smith,dru_smith_12
1899,Greg Smith,Ju_Smith4
1900,Ish Smith,IshSmith
1901,J.R. Smith,TheRealJRSmith
1902,Jabari Smith Jr.,jabarismithjr
1903,Jason Smith,JasonSmith014
1904,Joe Smith,JoeBeast95
1905,Justin Smith,justinsmith3_
1906,Kenny Smith,TheJetOnTNT
1908,Steve Smith,steve21smith
1909,Tony Smith,AnalystTSmith34
1910,Xavier Sneed,Luh_Sneed
1911,Tony Snell,TonySnell21_
1912,Jeremy Sochan,JeremySochan
1913,Matteo Spagnolo,SpagnoloMatteo9
1914,Marreese Speights,Mospeights16
1916,Tiago Splitter,tiagosplitter
1917,Larry Spriggs,spriggy35
1918,Jaden Springer,JadenSpringer11
1919,Jerry Stackhouse,jerrystackhouse
1920,Terence Stansbury,360StatueofLibe
1921,John Starks,StarksTheDunk
1922,Juwan Staten,JuwanStaten3
1923,Nik Stauskas,NStauskas11
1924,Lance Stephenson,StephensonLance
1925,DJ Steward,djstewardd
1926,D.J. Stewart Jr.,djstewart187
1927,Greg Stiemsma,gregstiemsma
1928,Jarnell Stokes,JarnellStokes
1929,Julyan Stone,Julyan_Stone
1931,Rod Strickland,rod_strickland
1932,Jalen Suggs,jalensuggs
1933,Jared Sullinger,Jared_Sully0
1934,Cole Swider,coleswider21
1935,Craig Sword,Chicksword3232
1936,Wally Szczerbiak,wallyball
1937,Chris Taft,BlessedTaft
1938,Anthony Tarke,AnthonyTarke
1939,Terry Taylor,TerryTaylor21
1940,Tyshawn Taylor,tyshawntaylor
1941,Jeff Teague,Teague0
1942,MaCio Teague,_MrDoWork
1943,Marquis Teague,marquisteague25
1944,Sebastian Telfair,BassyS31T
1945,Garrett Temple,GTemp17
1946,Dalen Terry,DalenTerry
1947,Jason Terry,jasonterry31
1948,Jon Teske,JonTeske
1949,Hasheem Thabeet,HasheemTheDream
1950,Xavier Thames,Xthames2
1951,Reggie Theus,ReggieTheus
1952,Adonis Thomas,AllDayThomas
1953,Brodric Thomas,BT3bvckets
1954,Cam Thomas,24_camthomas
1955,Isaiah Thomas,isaiahthomas
1956,Isiah Thomas,IsiahThomas
1957,Lance Thomas,MrLance42
1958,Ethan Thompson,_ethanthompson5
1959,Jason Thompson,jtthekid
1960,Klay Thompson,KlayThompson
1961,Mychal Thompson,champagnennuts
1962,Tristan Thompson,RealTristan13
1963,JT Thor,thorrjt
1964,Al Thornton,AThornton14
1965,Marcus Thornton,OfficialMT23
1967,Justin Tillman,JTillman23
1968,Jeremiah Tilmon,jeremiahtilmon_
1969,Jamaal Tinsley,jatinsley
1970,Isaiah Todd,zaytodd
1971,Anthony Tolliver,ATolliver44
1972,Luke Travers,luke_travers
1973,Ronny Turiaf,Ronny_Turiaf
1974,Evan Turner,thekidet
1975,Breein Tyree,Breeintyree
1976,Ekpe Udoh,EkpeUdoh
1977,Stanley Umude,StanleyUmude_
1978,Jonas Valančiūnas,JValanciunas
1981,Nick Van Exel,vanexel31
1982,Jarvis Varnado,RealSwat32
1983,Greivis Vásquez,greivisvasquez
1985,Christian Vital,I_AMCV
1986,Nikola Vučević,NikolaVucevic
1987,Dwyane Wade,DwyaneWade
1988,Von Wafer,vonwafer13
1989,Franz Wagner,franzboogie
1990,Ish Wainright,Wainright24
1991,Dion Waiters,dionwaiters3
1992,Antoine Walker,WalkerAntoine8
1994,Jabari Walker,JabariWalker
1995,Kemba Walker,KembaWalker
1996,M.J. Walker,Mjwalker_23
1997,John Wall,JohnWall
1998,Keaton Wallace,KeatonWallace22
2000,Bill Walton,BillWalton
2002,T.J. Warren,TonyWarrenJr
2003,Hakim Warrick,hdubb21
2005,Duane Washington Jr.,dwizthekid4
2006,TyTy Washington Jr.,tytywashington3
2007,Lindy Waters III,LindyWatersIII
2008,Trendon Watford,trendonw
2009,C.J. Watson,quietstorm_32
2010,Earl Watson,Earl_Watson
2011,Ibi Watson,ibi_watson_2
2012,Peyton Watson,peytonwatson_
2013,Maalik Wayns,MaalikWayns2
2014,Chris Webber,realchriswebber
2015,Romeo Weems,romeoweems_uno
2016,Bonzi Wells,BonziWells
2017,Bill Wennington,34billy42
2018,Blake Wesley,blakewesley0
2019,David West,D_West30
2021,Mark West,mwest41
2022,Charlie Westbrook,C_Westbrook1
2023,Russell Westbrook,russwest44
2025,Isaiah Whaley,IsaiahWhaley
2026,Phillip Wheeler,pjwheeler04
2027,Fabian White Jr.,3five_
2028,Jack White,5jackwhite
2029,Joe Wieskamp,JWieskamp21
2030,Aaron Wiggins,Aaron_Wiggins_
2031,Andrew Wiggins,22wiggins
2032,C.J. Wilcox,UCjwilcox23W
2033,Damien Wilkins,dwilkins3000
2034,Dominique Wilkins,DWilkins21
2035,Alondes Williams,moneymanman31
2036,Brandon Williams,TheeBWill
2037,Bryson Williams,Bwillington11
2038,Deron Williams,DeronWilliams
2039,Derrick Williams,DWXXIII
2040,Donovan Williams,STGDwill
2041,Elliot Williams,ewill901
2042,Jalen Williams,JdubPSCEO
2043,Jay Williams,RealJayWilliams
2044,Jaylin Williams,Jay_MWilliams_
2046,Jerome Williams,JunkYardDogJW
2047,Mark Williams,MarkWi1liams
2048,Mo Williams,mowilliams
2049,Reggie Williams,reggiew55
2050,Shelden Williams,SheldenWilliams
2051,Trevion Williams,twill___
2052,Vince Williams Jr.,Vincentwiliams
2053,Ziaire Williams,therealZiaire
2055,Lucas Williamson,lucasw2424
2056,Dylan Windler,Dylan_Windler23
2057,Dave Winfield,DaveWinfieldHOF
2058,James Wiseman,BigTicket_JW
2059,Jeff Withey,JeffWithey
2060,Nate Wolters,NateWolters
2061,James Worthy,JamesWorthy42
2062,Brandan Wright,bwright34
2063,Chris Wright,flyght33wright
2064,Dorell Wright,DWRIGHTWAY1
2065,McKinley Wright IV,kin_wright25
2066,Moses Wright,mant12_
2067,Tony Wroten,TWroten_LOE
2068,James Young,realjamesyoung
2069,Nick Young,NickSwagyPYoung
2070,Thaddeus Young,yungsmoove21
2072,Marcus Zegarowski,MZegarowski1
2073,Cody Zeller,CodyZeller
2074,Tyler Zeller,ZellerTyler